"Stock_PERMNO","nameenddt","ticker","comnam"
85257,"19720","AME","AMETEK INC NEW"
19285,"19720","CARR","CARRIER GLOBAL CORP"
41080,"19720","CMI","CUMMINS INC"
80320,"19720","CPRT","COPART INC"
86288,"19720","CSGP","COSTAR GROUP INC"
62148,"19720","CSX","C S X CORP"
91926,"19720","DAL","DELTA AIR LINES INC"
52476,"19720","EFX","EQUIFAX INC"
22103,"19720","EMR","EMERSON ELECTRIC CO"
11618,"19720","FAST","FASTENAL CO"
16087,"19720","FTV","FORTIVE CORP"
12052,"19720","GD","GENERAL DYNAMICS CORP"
52695,"19720","GWW","GRAINGER W W INC"
16692,"19720","IR","INGERSOLL RAND INC"
56573,"19720","ITW","ILLINOIS TOOL WORKS INC"
25582,"19720","LHX","L3HARRIS TECHNOLOGIES INC"
64311,"19720","NSC","NORFOLK SOUTHERN CORP"
77037,"19720","ODFL","OLD DOMINION FREIGHT LINE INC"
19286,"19720","OTIS","OTIS WORLDWIDE CORP"
60506,"19720","PCAR","PACCAR INC"
41355,"19720","PH","PARKER HANNIFIN CORP"
85792,"19720","PWR","QUANTA SERVICES INC"
84381,"19720","ROK","ROCKWELL AUTOMATION INC"
91152,"19720","TDG","TRANSDIGM GROUP INC"
85663,"19720","URI","UNITED RENTALS INC"
93089,"19720","VRSK","VERISK ANALYTICS INC"
92949,"19720","WCN","WASTE CONNECTIONS INC NEW"
11955,"19720","WM","WASTE MANAGEMENT INC DEL"
13035,"19720","XYL","XYLEM INC"
84767,"19720","ARE","ALEXANDRIA REAL EST EQUITIES INC"
80381,"19720","AVB","AVALONBAY COMMUNITIES INC"
85058,"19720","BXP","BOSTON PROPERTIES INC"
90199,"19720","CBRE","C B R E GROUP INC"
86339,"19720","CCI","CROWN CASTLE INC"
79452,"19720","CPT","CAMDEN PROPERTY TRUST"
90373,"19720","DLR","DIGITAL REALTY TRUST INC"
85082,"19720","EGP","EASTGROUP PROPERTIES INC"
79547,"19720","EQR","EQUITY RESIDENTIAL"
80681,"19720","ESS","ESSEX PROPERTY TRUST INC"
90305,"19720","EXR","EXTRA SPACE STORAGE INC"
58413,"19720","FRT","FEDERAL REALTY INVESTMENT TR NEW"
46703,"19720","HST","HOST HOTELS & RESORTS INC"
16581,"19720","INVH","INVITATION HOMES INC"
83143,"19720","IRM","IRON MOUNTAIN INC NEW"
83879,"19720","LAMR","LAMAR ADVERTISING CO NEW"
80183,"19720","MAA","MID AMERICA APT COMMUNITIES INC"
88373,"19720","NNN","N N N REIT INC"
81045,"19720","O","REALTY INCOME CORP"
77857,"19720","OHI","OMEGA HEALTHCARE INVESTORS INC"
67598,"19720","PEAK","HEALTHPEAK PROPERTIES INC"
64653,"19720","PSA","PUBLIC STORAGE"
79782,"19720","REG","REGENCY CENTERS CORP"
86996,"19720","SBAC","S B A COMMUNICATIONS CORP NEW"
80100,"19720","SPG","SIMON PROPERTY GROUP INC NEW"
15052,"19390","STOR","STORE CAPITAL CORP"
80102,"19720","SUI","SUN COMMUNITIES INC"
59300,"19720","UDR","U D R INC"
17307,"19720","VICI","VICI PROPERTIES INC"
75819,"19720","VTR","VENTAS INC"
79533,"10478","WELL","WELLCARE MANAGEMENT GR INC THE"
85763,"19720","WPC","W P CAREY INC"
39917,"19720","WY","WEYERHAEUSER CO"
15546,"19720","Z","ZILLOW GROUP INC"
22623,"19720","CEG","CONSTELLATION ENERGY CORP"
11404,"19720","ED","CONSOLIDATED EDISON INC"
13688,"19720","PCG","P G & E CORP"
19788,"19720","PLTR","PALANTIR TECHNOLOGIES INC"
16309,"19720","TTD","TRADE DESK INC"
92614,"19720","AWK","AMERICAN WATER WORKS CO INC"
13949,"19720","CDW","C D W CORP NEW"
15720,"19720","EIX","EDISON INTERNATIONAL"
44206,"19720","ES","EVERSOURCE ENERGY"
22293,"19720","GLW","CORNING INC"
88873,"19720","GPN","GLOBAL PAYMENTS INC"
14939,"19720","KEYS","KEYSIGHT TECHNOLOGIES INC"
22976,"19720","WBD","WARNER BROS DISCOVERY INC"
23536,"19720","WEC","W E C ENERGY GROUP INC"
83621,"19720","ANSS","ANSYS INC"
18911,"19720","DDOG","DATADOG INC"
79698,"19720","IT","GARTNER INC"
79678,"19642","ATVI","ACTIVISION BLIZZARD INC"
20923,"19720","EDR","ENDEAVOR GROUP HOLDINGS INC"
18420,"19720","FOXA","FOX CORP"
21297,"19720","FYBR","FRONTIER COMMUNICATIONS PRINT"
78840,"19720","IAC","IAC INC"
53065,"19720","IPG","INTERPUBLIC GROUP COS INC"
92596,"19720","IRDM","IRIDIUM COMMUNICATIONS INC"
14988,"19720","LBRDK","LIBERTY BROADBAND CORP"
91041,"19720","LYV","LIVE NATION ENTERTAINMENT INC"
15850,"19720","MTCH","MATCH GROUP INC NEW"
13963,"19720","NWSA","NEWS CORP NEW"
89916,"19720","NXST","NEXSTAR MEDIA GROUP INC"
47466,"19720","NYT","NEW YORK TIMES CO"
30681,"19720","OMC","OMNICOM GROUP INC"
18485,"19720","PINS","PINTEREST INC"
20648,"19720","RBLX","ROBLOX CORP"
16932,"19720","ROKU","ROKU INC"
80924,"19720","SIRI","SIRIUS X M HOLDINGS INC"
16595,"19720","SNAP","SNAP INC"
47941,"19720","TGNA","TEGNA INC"
84761,"19720","TTWO","TAKE TWO INTERACTIVE SOFTWR INC"
76226,"19720","PARA","PARAMOUNT GLOBAL"
19403,"19720","WMG","WARNER MUSIC GROUP CORP"
87075,"19720","ZD","ZIFF DAVIS INC"
19405,"19720","ZI","ZOOMINFO TECHNOLOGIES INC"
24985,"19720","AEE","AMEREN CORP"
24109,"19720","AEP","AMERICAN ELECTRIC POWER CO INC"
76712,"19720","AES","A E S CORP"
24248,"19720","ALE","ALLETE INC"
61946,"19720","BKH","BLACK HILLS CORP"
23229,"19720","CMS","C M S ENERGY CORP"
21792,"19720","CNP","CENTERPOINT ENERGY INC"
64936,"19720","D","DOMINION ENERGY INC"
11674,"19720","DTE","D T E ENERGY CO"
27959,"19720","DUK","DUKE ENERGY CORP NEW"
24010,"19720","ETR","ENTERGY CORP NEW"
24053,"19720","EVRG","EVERGY INC"
21776,"19720","EXC","EXELON CORP"
23026,"19720","FE","FIRSTENERGY CORP"
41187,"19720","HE","HAWAIIAN ELECTRIC INDUSTRIES INC"
21928,"19720","IDA","IDACORP INC"
58819,"19720","LNT","ALLIANT ENERGY CORP"
14734,"19720","NEP","NEXTERA ENERGY PARTNERS LP"
25590,"19720","NFG","NATIONAL FUEL GAS CO N J"
38762,"19720","NI","NISOURCE INC"
64450,"19720","NJR","NEW JERSEY RES"
24440,"19720","OGE","O G E ENERGY CORP"
14401,"19720","OGS","ONE GAS INC"
90444,"19720","ORA","ORMAT TECHNOLOGIES INC"
23712,"19720","PEG","PUBLIC SERVICE ENTERPRISE GP INC"
55511,"19720","PNM","P N M RESOURCES INC"
27991,"19720","PNW","PINNACLE WEST CAPITAL CORP"
91204,"19720","POR","PORTLAND GENERAL ELECTRIC CO"
22517,"19720","PPL","P P L CORP"
18411,"19720","SO","SOUTHERN CO"
12781,"19720","SR","SPIRE INC"
86136,"19720","SRE","SEMPRA ENERGY"
61188,"19720","SWX","SOUTHWEST GAS HOLDINGS INC"
24673,"19720","VSTE","VAST RENEWABLES LTD"
23931,"19720","XEL","X C E L ENERGY INC"
90989,"19720","CCO","CLEAR CHANNEL OUTDOOR HLDGS NEW"
19291,"19720","GFL","G F L ENVIRONMENTAL INC"
90850,"19720","STN","STANTEC INC"
14574,"19720","MC","MOELIS & CO"
17104,"19720","APLS","APELLIS PHARMACEUTICALS INC"
17035,"19500","AQUA","EVOQUA WATER TECHNOLOGIES CORP"
16119,"19720","ATKR","ATKORE INC"
91090,"19720","CROX","CROCS INC"
21614,"19720","DUOL","DUOLINGO INC"
91500,"19720","EXLS","EXLSERVICE HOLDINGS INC"
91402,"19720","GTLS","CHART INDUSTRIES INC"
90436,"19720","HALO","HALOZYME THERAPEUTICS INC"
14803,"19720","HQY","HEALTHEQUITY INC"
17799,"19720","INSP","INSPIRE MEDICAL SYSTEMS INC"
14432,"19720","ITCI","INTRA CELLULAR THERAPIES INC"
16171,"19720","KNSL","KINSALE CAPITAL GROUP INC"
18777,"19720","KRTX","KARUNA THERAPEUTICS INC"
15429,"19720","LNTH","LANTHEUS HOLDINGS INC"
86211,"19720","MSTR","MICROSTRATEGY INC"
14076,"19720","MUSA","MURPHY USA INC"
82261,"19720","NOVT","NOVANTA INC"
83883,"19720","OPCH","OPTION CARE HEALTH INC"
19484,"19720","PCVX","VAXCYTE INC"
13600,"19720","QLYS","QUALYS INC"
20870,"19523","RXDX","PROMETHEUS BIOSCIENCES INC"
87812,"19720","SLAB","SILICON LABORATORIES INC"
80575,"19720","SSD","SIMPSON MANUFACTURING CO INC"
17944,"19720","TENB","TENABLE HOLDINGS INC"
90427,"19720","TXRH","TEXAS ROADHOUSE INC"
15440,"19720","WING","WINGSTOP INC"
10606,"19720","WTS","WATTS WATER TECHNOLOGIES INC"
19317,"19720","APG","A P I GROUP CORP"
75860,"19720","IMGN","IMMUNOGEN INC"
68292,"19720","SIGI","SELECTIVE INSURANCE GROUP INC"
12681,"19720","STAG","STAG INDUSTRIAL INC"
89946,"19720","AEL","AMERICAN EQUITY INVT LIFE HLDG C"
85789,"19720","CADE","CADENCE BANK"
12036,"19720","GATX","G A T X CORP"
87952,"19720","GBCI","GLACIER BANCORP INC NEW"
91356,"19720","HOMB","HOME BANCSHARES INC"
90307,"19720","KRG","KITE REALTY GROUP TRUST"
75976,"19720","NEOG","NEOGEN CORP"
12068,"19720","ONB","OLD NATIONAL BANCORP"
78038,"19720","RDN","RADIAN GROUP INC"
16068,"19625","RETA","REATA PHARMACEUTICALS INC"
85426,"19720","RHP","RYMAN HOSPITALITY PROPERTIES INC"
79338,"19720","LNW","LIGHT & WONDER INC"
84389,"19720","SSB","SOUTHSTATE CORP"
93261,"19720","TRNO","TERRENO REALTY CORP"
11369,"19720","UBSI","UNITED BANKSHARES INC"
80072,"19720","VLY","VALLEY NATIONAL BANCORP"
14617,"19720","ARES","ARES MANAGEMENT CORP"
87056,"19720","BMRN","BIOMARIN PHARMACEUTICAL INC"
20892,"19720","COIN","COINBASE GLOBAL INC"
18267,"19720","DELL","DELL TECHNOLOGIES INC"
14970,"19720","HUBS","HUBSPOT INC"
16968,"19720","MDB","MONGODB INC"
10933,"19720","MKL","MARKEL GROUP INC"
18909,"19720","NET","CLOUDFLARE INC"
92050,"19720","PODD","INSULET CORP"
13379,"19720","SPLK","SPLUNK INC"
18484,"19720","ZM","ZOOM VIDEO COMMUNICATIONS INC"
17341,"19720","ZS","ZSCALER INC"
84083,"19720","HMY","HARMONY GOLD MINING CO LTD"
93429,"19720","CBOE","C B O E GLOBAL MARKETS INC"
92493,"19720","LRN","STRIDE INC"
23570,"19720","GEHC","G E HEALTHCARE TECHNOLOGIES INC"
20920,"19720","DV","DOUBLEVERIFY HOLDINGS INC"
15909,"19720","TEAM","ATLASSIAN CORP PLC"
16173,"19389","ASAP","WAITR HOLDINGS INC"
21020,"19720","AAL","AMERICAN AIRLINES GROUP INC"
92601,"19720","NOG","NORTHERN OIL & GAS INC"
16631,"19720","VRRM","VERRA MOBILITY CORP"
36003,"19720","ROL","ROLLINS INC"
14759,"19720","WMS","ADVANCED DRAINAGE SYSTEMS INC"
12008,"19720","DY","DYCOM INDUSTRIES INC"
84348,"19720","VSAT","VIASAT INC"
19833,"19720","CALC","CALCIMEDICA INC"
89125,"19720","CP","CANADIAN PACIFIC KANSAS CITY LTD"
85925,"19720","RBA","R B GLOBAL INC"
16021,"19720","PR","PERMIAN RESOURCES CORP"
55212,"19720","SPXC","S P X TECHNOLOGIES INC"
88988,"19720","IDT","I D T CORP"
17787,"19720","EQH","EQUITABLE HOLDINGS INC"
21597,"19720","PECO","PHILLIPS EDISON & COMPANY INC"
90102,"19720","ABR","ARBOR REALTY TRUST INC"
59045,"19720","KEX","KIRBY CORP"
14811,"19720","FWONK","LIBERTY MEDIA CORP 3RD NEW"
13757,"19720","FWONA","LIBERTY MEDIA CORP 3RD NEW"
23876,"19720","KVUE","KENVUE INC"
89217,"19720","AAP","ADVANCE AUTO PARTS INC"
22027,"19720","JXN","JACKSON FINANCIAL INC"
16000,"19720","LSXMK","LIBERTY MEDIA CORP 3RD NEW"
15999,"19720","LSXMB","LIBERTY MEDIA CORP 3RD NEW"
15998,"19720","LSXMA","LIBERTY MEDIA CORP 3RD NEW"
13758,"16906","LMCB","LIBERTY MEDIA CORP 3RD NEW"
15315,"19720","GDDY","GODADDY INC"
90925,"19720","FNF","FIDELITY NATIONAL FINL INC NEW"
14558,"19720","ALLY","ALLY FINANCIAL INC"
90454,"19720","MKTX","MARKETAXESS HLDGS INC"
49015,"19720","LNC","LINCOLN NATIONAL CORP"
62156,"19720","BXMT","BLACKSTONE MORTGAGE TRUST INC"
60986,"19720","NWL","NEWELL BRANDS INC"
40125,"19720","DXC","D X C TECHNOLOGY CO"
21124,"19720","OGN","ORGANON & CO"
51423,"19720","MCS","MARCUS CORP"
13405,"19720","CG","CARLYLE GROUP L P"
91516,"19720","AWI","ARMSTRONG WORLD INDS INC NEW"
28804,"19720","ALK","ALASKA AIRGROUP INC"
15272,"19720","SEDG","SOLAREDGE TECHNOLOGIES INC"
